"Total","Jahr","Beruf","Geschlecht","Anzahl"
2,"2015","Carrosseriesattler/in","Männer",2
2,"2015","Feinwerkoptiker/in","Frauen",0
2,"2015","Feinwerkoptiker/in","Männer",2
2,"2015","Glaser/in","Frauen",0
2,"2015","Glaser/in","Männer",2
2,"2015","Kaminfeger/in","Frauen",1
2,"2015","Kaminfeger/in","Männer",1
2,"2015","Lüftungsanlagenbauer/in","Frauen",0
2,"2015","Lüftungsanlagenbauer/in","Männer",2
2,"2015","Oberflächenbeschichter/in","Frauen",0
2,"2015","Oberflächenbeschichter/in","Männer",2
2,"2015","Orthopädie-Schuhmacher/in","Frauen",1
2,"2015","Orthopädie-Schuhmacher/in","Männer",1
2,"2015","Orthopädist/in","Frauen",1
2,"2015","Orthopädist/in","Männer",1
2,"2015","Systemgastronomiefachmann/-frau","Frauen",1
2,"2015","Systemgastronomiefachmann/-frau","Männer",1
2,"2015","Textiltechnologe/-login","Frauen",2
2,"2015","Textiltechnologe/-login","Männer",0
2,"2015","Uhrmacher Praktiker/in","Frauen",1
2,"2015","Uhrmacher Praktiker/in","Männer",1
2,"2015","Uhrmacher/in","Frauen",0
2,"2015","Uhrmacher/in","Männer",2
2,"2015","Weintechnologe/-login","Frauen",1
2,"2015","Weintechnologe/-login","Männer",1
1,"2015","Anlehre: Blumenbinder/in","Frauen",1
1,"2015","Anlehre: Blumenbinder/in","Männer",0
1,"2015","Anlehre: Fahrzeugmaler/in","Frauen",0
1,"2015","Anlehre: Fahrzeugmaler/in","Männer",1
1,"2015","Anlehre: Grafisches Gewerbe","Frauen",0
1,"2015","Anlehre: Grafisches Gewerbe","Männer",1
1,"2015","Anlehre: INSOS Pra","Frauen",0
1,"2015","Anlehre: INSOS Pra","Männer",1
1,"2015","Anlehre: Malerei","Frauen",1
1,"2015","Anlehre: Malerei","Männer",0
1,"2015","Anlehre: Technische Berufe","Frauen",0
1,"2015","Anlehre: Technische Berufe","Männer",1
1,"2015","Bekleidungsgestalter/in","Frauen",1
1,"2015","Bekleidungsgestalter/in","Männer",0
1,"2015","Bekleidungsgestalter/in","Frauen",1
1,"2015","Bekleidungsgestalter/in","Männer",0
1,"2015","Bootbauer/in","Frauen",0
1,"2015","Bootbauer/in","Männer",1
1,"2015","Fachmann/-frau für med. techn. Radiologie","Frauen",0
1,"2015","Fachmann/-frau für med. techn. Radiologie","Männer",1
1,"2015","Flexodrucker/in","Frauen",0
1,"2015","Flexodrucker/in","Männer",1
1,"2015","Formenbauer/in","Frauen",0
1,"2015","Formenbauer/in","Männer",1
1,"2015","Goldschmied/in","Frauen",1
1,"2015","Goldschmied/in","Männer",0
1,"2015","Goldschmied/in","Frauen",1
1,"2015","Goldschmied/in","Männer",0
1,"2015","Grundbaupraktiker/in","Frauen",0
1,"2015","Grundbaupraktiker/in","Männer",1
1,"2015","Gussformer/in","Frauen",0
1,"2015","Gussformer/in","Männer",1
1,"2015","Holzbearbeiter/in","Frauen",0
1,"2015","Holzbearbeiter/in","Männer",1
1,"2015","Holzhandwerker/in","Frauen",0
1,"2015","Holzhandwerker/in","Männer",1
1,"2015","Laborant/in","Frauen",1
1,"2015","Laborant/in","Männer",0
1,"2015","Lackierassisten/in","Frauen",0
1,"2015","Lackierassisten/in","Männer",1
1,"2015","Milchtechnologe/-login","Frauen",0
1,"2015","Milchtechnologe/-login","Männer",1
1,"2015","Müller/-in","Frauen",0
1,"2015","Müller/-in","Männer",1
1,"2015","Multimediagestalter/in","Frauen",1
1,"2015","Multimediagestalter/in","Männer",0
1,"2015","Ofenbauer/in","Frauen",0
1,"2015","Ofenbauer/in","Männer",1
1,"2015","Pferdefachmann/-frau","Frauen",1
1,"2015","Pferdefachmann/-frau","Männer",0
1,"2015","Pferdefachmann/-frau","Frauen",1
1,"2015","Pferdefachmann/-frau","Männer",0
1,"2015","Pferdefachmann/-frau","Frauen",1
1,"2015","Pferdefachmann/-frau","Männer",0
1,"2015","Pferdewart/in","Frauen",1
1,"2015","Pferdewart/in","Männer",0
1,"2015","Polybauer/in","Frauen",0
1,"2015","Polybauer/in","Männer",1
1,"2015","Polybaupraktiker/in","Frauen",0
1,"2015","Polybaupraktiker/in","Männer",1
1,"2015","Printmedienpraktiker/-in","Frauen",1
1,"2015","Printmedienpraktiker/-in","Männer",0
1,"2015","Printmedienverarbeiter/in","Frauen",1
1,"2015","Printmedienverarbeiter/in","Männer",0
1,"2015","Printmedienverarbeiter/in","Frauen",0
1,"2015","Printmedienverarbeiter/in","Männer",1
1,"2015","Printmedienverarbeiter/in","Frauen",0
1,"2015","Printmedienverarbeiter/in","Männer",1
1,"2015","Steinbildhauer/in","Frauen",0
1,"2015","Steinbildhauer/in","Männer",1
1,"2015","Steinmetz/in","Frauen",0
1,"2015","Steinmetz/in","Männer",1
1,"2015","Textiltechnologe/-login","Frauen",1
1,"2015","Textiltechnologe/-login","Männer",0
1,"2015","Uhrmacher/in","Frauen",1
1,"2015","Uhrmacher/in","Männer",0
1,"2015","Verkehrswegbauer/in: Gleisbauer/in","Frauen",0
1,"2015","Verkehrswegbauer/in: Gleisbauer/in","Männer",1
1,"2015","Verkehrswegbauer/in: Pflästerer/in","Frauen",0
1,"2015","Verkehrswegbauer/in: Pflästerer/in","Männer",1
7889,"2016","Total","Frauen",3593
7889,"2016","Total","Männer",4296
1487,"2016","Kaufmann/-frau","Frauen",930
1487,"2016","Kaufmann/-frau","Männer",557
491,"2016","Detailhandelsfachmann/-frau","Frauen",297
491,"2016","Detailhandelsfachmann/-frau","Männer",194
361,"2016","Fachmann/-frau Gesundheit","Frauen",322
361,"2016","Fachmann/-frau Gesundheit","Männer",39
286,"2016","Elektroinstallateur/in","Frauen",4
286,"2016","Elektroinstallateur/in","Männer",282
235,"2016","Fachmann/-frau Betreuung","Frauen",215
235,"2016","Fachmann/-frau Betreuung","Männer",20
224,"2016","Kaufmann/-frau","Frauen",143
224,"2016","Kaufmann/-frau","Männer",81
216,"2016","Koch/Köchin","Frauen",54
216,"2016","Koch/Köchin","Männer",162
206,"2016","Polymechaniker/in","Frauen",10
206,"2016","Polymechaniker/in","Männer",196
155,"2016","Med. Praxisassistent/in","Frauen",154
155,"2016","Med. Praxisassistent/in","Männer",1
151,"2016","Logistiker/in","Frauen",17
151,"2016","Logistiker/in","Männer",134
137,"2016","Dentalassistent/in","Frauen",135
137,"2016","Dentalassistent/in","Männer",2
131,"2016","Coiffeur/-euse","Frauen",121
131,"2016","Coiffeur/-euse","Männer",10
124,"2016","Detailhandelsassistent/in","Frauen",89
124,"2016","Detailhandelsassistent/in","Männer",35
119,"2016","Automobil-Fachmann/-frau","Frauen",7
119,"2016","Automobil-Fachmann/-frau","Männer",112
114,"2016","Pharma-Assistent/in","Frauen",110
114,"2016","Pharma-Assistent/in","Männer",4
111,"2016","Zeichner/in","Frauen",44
111,"2016","Zeichner/in","Männer",67
110,"2016","Schreiner/in","Frauen",11
110,"2016","Schreiner/in","Männer",99
109,"2016","Informatiker/in","Frauen",12
109,"2016","Informatiker/in","Männer",97
109,"2016","Informatiker/in","Frauen",2
109,"2016","Informatiker/in","Männer",107
107,"2016","Zimmermann/Zimmerin","Frauen",1
107,"2016","Zimmermann/Zimmerin","Männer",106
101,"2016","Detailhandelsfachmann/-frau","Frauen",49
101,"2016","Detailhandelsfachmann/-frau","Männer",52
91,"2016","Gärtner/-in","Frauen",7
91,"2016","Gärtner/-in","Männer",84
89,"2016","Automatiker/in","Frauen",2
89,"2016","Automatiker/in","Männer",87
86,"2016","Maurer/in","Frauen",1
86,"2016","Maurer/in","Männer",85
85,"2016","Konstrukteur/in","Frauen",7
85,"2016","Konstrukteur/in","Männer",78
82,"2016","Sanitärinstallateur/in","Frauen",0
82,"2016","Sanitärinstallateur/in","Männer",82
73,"2016","Automobil-Mechatroniker/in","Frauen",4
73,"2016","Automobil-Mechatroniker/in","Männer",69
73,"2016","Fachmann/-frau Betriebsunterhalt","Frauen",3
73,"2016","Fachmann/-frau Betriebsunterhalt","Männer",70
72,"2016","Maler/in","Frauen",30
72,"2016","Maler/in","Männer",42
60,"2016","Elektroniker/in","Frauen",0
60,"2016","Elektroniker/in","Männer",60
59,"2016","Hotelfachmann/-frau","Frauen",53
59,"2016","Hotelfachmann/-frau","Männer",6
58,"2016","Fachmann/-frau Betreuung","Frauen",51
58,"2016","Fachmann/-frau Betreuung","Männer",7
57,"2016","Montage-Elektriker/in","Frauen",1
57,"2016","Montage-Elektriker/in","Männer",56
50,"2016","Restaurationsfachmann/-frau","Frauen",36
50,"2016","Restaurationsfachmann/-frau","Männer",14
49,"2016","Informatiker/in","Frauen",3
49,"2016","Informatiker/in","Männer",46
46,"2016","Zeichner/in","Frauen",11
46,"2016","Zeichner/in","Männer",35
45,"2016","Bäcker/in-Konditor/in-Confiseur/in","Frauen",27
45,"2016","Bäcker/in-Konditor/in-Confiseur/in","Männer",18
43,"2016","Heizungsinstallateur/in","Frauen",0
43,"2016","Heizungsinstallateur/in","Männer",43
43,"2016","Logistiker/in","Frauen",5
43,"2016","Logistiker/in","Männer",38
42,"2016","Drogist/in","Frauen",38
42,"2016","Drogist/in","Männer",4
42,"2016","Fachmann/-frau Betreuung","Frauen",34
42,"2016","Fachmann/-frau Betreuung","Männer",8
41,"2016","Florist/in","Frauen",41
41,"2016","Florist/in","Männer",0
41,"2016","Informatiker/in","Frauen",3
41,"2016","Informatiker/in","Männer",38
38,"2016","Augenoptiker/in","Frauen",27
38,"2016","Augenoptiker/in","Männer",11
36,"2016","Produktionsmechaniker/in","Frauen",1
36,"2016","Produktionsmechaniker/in","Männer",35
34,"2016","Assistent/in Gesundheit und Soziales","Frauen",32
34,"2016","Assistent/in Gesundheit und Soziales","Männer",2
32,"2016","Büroassistent/in","Frauen",22
32,"2016","Büroassistent/in","Männer",10
31,"2016","Laborant/in","Frauen",12
31,"2016","Laborant/in","Männer",19
31,"2016","Landwirt/in","Frauen",8
31,"2016","Landwirt/in","Männer",23
31,"2016","Tiermed. Praxisassistent/in","Frauen",30
31,"2016","Tiermed. Praxisassistent/in","Männer",1
30,"2016","Bekleidungsgestalter/in","Frauen",29
30,"2016","Bekleidungsgestalter/in","Männer",1
30,"2016","Mediamatiker/in","Frauen",6
30,"2016","Mediamatiker/in","Männer",24
30,"2016","Metallbauer/in","Frauen",0
30,"2016","Metallbauer/in","Männer",30
28,"2016","Carrossier/in Lackiererei","Frauen",2
28,"2016","Carrossier/in Lackiererei","Männer",26
28,"2016","Coiffeur/-euse","Frauen",25
28,"2016","Coiffeur/-euse","Männer",3
28,"2016","Elektroplaner/in","Frauen",3
28,"2016","Elektroplaner/in","Männer",25
26,"2016","Automobil-Assistent/in","Frauen",0
26,"2016","Automobil-Assistent/in","Männer",26
23,"2016","Schreiner/in","Frauen",1
23,"2016","Schreiner/in","Männer",22
22,"2016","Carrossier/in Spenglerei","Frauen",0
22,"2016","Carrossier/in Spenglerei","Männer",22
22,"2016","Fachmann/-frau Betreuung","Frauen",20
22,"2016","Fachmann/-frau Betreuung","Männer",2
22,"2016","Geomatiker/in","Frauen",8
22,"2016","Geomatiker/in","Männer",14
22,"2016","Landmaschinenmechaniker/in","Frauen",0
22,"2016","Landmaschinenmechaniker/in","Männer",22
21,"2016","Forstwart/in","Frauen",1
21,"2016","Forstwart/in","Männer",20
21,"2016","Schreinerpraktiker/in","Frauen",2
21,"2016","Schreinerpraktiker/in","Männer",19
21,"2016","Spengler/in","Frauen",1
21,"2016","Spengler/in","Männer",20
20,"2016","Anlagen- und Apparatebauer/in","Frauen",0
20,"2016","Anlagen- und Apparatebauer/in","Männer",20
20,"2016","Gärtner/-in","Frauen",1
20,"2016","Gärtner/-in","Männer",19
19,"2016","Automobil-Fachmann/-frau","Frauen",0
19,"2016","Automobil-Fachmann/-frau","Männer",19
19,"2016","Drucktechnologe/-login","Frauen",8
19,"2016","Drucktechnologe/-login","Männer",11
18,"2016","Baumaschinenmechaniker/in","Frauen",2
18,"2016","Baumaschinenmechaniker/in","Männer",16
18,"2016","Fachmann/-frau Hauswirtschaft","Frauen",18
18,"2016","Fachmann/-frau Hauswirtschaft","Männer",0
18,"2016","Polygraf/in","Frauen",10
18,"2016","Polygraf/in","Männer",8
17,"2016","Automatikmonteur/in","Frauen",1
17,"2016","Automatikmonteur/in","Männer",16
17,"2016","Automobil-Mechatroniker/in","Frauen",1
17,"2016","Automobil-Mechatroniker/in","Männer",16
17,"2016","Haustechnikpraktiker/in","Frauen",0
17,"2016","Haustechnikpraktiker/in","Männer",17
17,"2016","Hauswirtschaftspraktiker/in","Frauen",13
17,"2016","Hauswirtschaftspraktiker/in","Männer",4
16,"2016","Gestalter/in Werbetechnik","Frauen",11
16,"2016","Gestalter/in Werbetechnik","Männer",5
16,"2016","Kosmetiker/in","Frauen",15
16,"2016","Kosmetiker/in","Männer",1
15,"2016","Küchenangestellte/r","Frauen",6
15,"2016","Küchenangestellte/r","Männer",9
14,"2016","Boden-Parkettleger/in","Frauen",0
14,"2016","Boden-Parkettleger/in","Männer",14
14,"2016","Informatikpraktiker/in","Frauen",3
14,"2016","Informatikpraktiker/in","Männer",11
14,"2016","Lastwagenführer/in","Frauen",1
14,"2016","Lastwagenführer/in","Männer",13
13,"2016","Gebäudetechnikplaner/in","Frauen",3
13,"2016","Gebäudetechnikplaner/in","Männer",10
13,"2016","Zeichner/in","Frauen",6
13,"2016","Zeichner/in","Männer",7
12,"2016","Bäcker/in-Konditor/in-Confiseur/in","Frauen",6
12,"2016","Bäcker/in-Konditor/in-Confiseur/in","Männer",6
12,"2016","Fleischfachmann/-frau","Frauen",2
12,"2016","Fleischfachmann/-frau","Männer",10
12,"2016","Gebäudetechnikplaner/in","Frauen",1
12,"2016","Gebäudetechnikplaner/in","Männer",11
12,"2016","Verkehrswegbauer/in: Strassenbauer/in","Frauen",0
12,"2016","Verkehrswegbauer/in: Strassenbauer/in","Männer",12
11,"2016","Buchhändler/in","Frauen",7
11,"2016","Buchhändler/in","Männer",4
11,"2016","Bühnentänzer/in","Frauen",9
11,"2016","Bühnentänzer/in","Männer",2
11,"2016","Fachmann/-frau Kundendialog","Frauen",7
11,"2016","Fachmann/-frau Kundendialog","Männer",4
11,"2016","Metallbaupraktiker/in","Frauen",0
11,"2016","Metallbaupraktiker/in","Männer",11
11,"2016","Netzelektriker/in","Frauen",0
11,"2016","Netzelektriker/in","Männer",11
10,"2016","Anlehre: Gastgewerbe, Hauswirtschaft","Frauen",5
10,"2016","Anlehre: Gastgewerbe, Hauswirtschaft","Männer",5
10,"2016","Fotofachmann/-frau","Frauen",7
10,"2016","Fotofachmann/-frau","Männer",3
10,"2016","Gärtner/-in","Frauen",7
10,"2016","Gärtner/-in","Männer",3
10,"2016","Lebensmitteltechnologe/-login","Frauen",2
10,"2016","Lebensmitteltechnologe/-login","Männer",8
10,"2016","Mechanikpraktiker/in","Frauen",0
10,"2016","Mechanikpraktiker/in","Männer",10
9,"2016","Laborant/in","Frauen",3
9,"2016","Laborant/in","Männer",6
9,"2016","Metallbaukonstrukteur/in","Frauen",2
9,"2016","Metallbaukonstrukteur/in","Männer",7
9,"2016","Motorradmechaniker/in","Frauen",0
9,"2016","Motorradmechaniker/in","Männer",9
9,"2016","Restaurationsangestellte/r","Frauen",6
9,"2016","Restaurationsangestellte/r","Männer",3
8,"2016","Multimediaelektroniker/in","Frauen",1
8,"2016","Multimediaelektroniker/in","Männer",7
8,"2016","Reifenpraktiker/in","Frauen",0
8,"2016","Reifenpraktiker/in","Männer",8
8,"2016","Telematiker/in","Frauen",0
8,"2016","Telematiker/in","Männer",8
8,"2016","Zweiradmechaniker/in","Frauen",0
8,"2016","Zweiradmechaniker/in","Männer",8
7,"2016","Anlehre: Technische Berufe","Frauen",0
7,"2016","Anlehre: Technische Berufe","Männer",7
7,"2016","Anlehre: Verkauf","Frauen",4
7,"2016","Anlehre: Verkauf","Männer",3
7,"2016","Fahrradmechaniker/-in","Frauen",2
7,"2016","Fahrradmechaniker/-in","Männer",5
7,"2016","Florist/in","Frauen",7
7,"2016","Florist/in","Männer",0
7,"2016","Lüftungsanlagenbauer/in","Frauen",0
7,"2016","Lüftungsanlagenbauer/in","Männer",7
7,"2016","Pflegeassistent/in","Frauen",6
7,"2016","Pflegeassistent/in","Männer",1
7,"2016","Physiklaborant/in","Frauen",2
7,"2016","Physiklaborant/in","Männer",5
7,"2016","Plattenleger/in","Frauen",0
7,"2016","Plattenleger/in","Männer",7
6,"2016","Anlehre: INSOS Pra","Frauen",2
6,"2016","Anlehre: INSOS Pra","Männer",4
6,"2016","Chemie- und Pharmatechnologe/-login","Frauen",4
6,"2016","Chemie- und Pharmatechnologe/-login","Männer",2
6,"2016","Gipser/in","Frauen",0
6,"2016","Gipser/in","Männer",6
6,"2016","Hotellerieangestellte/r","Frauen",5
6,"2016","Hotellerieangestellte/r","Männer",1
6,"2016","Polydesigner/in 3D","Frauen",4
6,"2016","Polydesigner/in 3D","Männer",2
6,"2016","Polygraf/in","Frauen",4
6,"2016","Polygraf/in","Männer",2
6,"2016","Veranstaltungsfachmann/-frau","Frauen",2
6,"2016","Veranstaltungsfachmann/-frau","Männer",4
6,"2016","Zeichner/in","Frauen",3
6,"2016","Zeichner/in","Männer",3
5,"2016","Anlehre: Fahrzeuge","Frauen",0
5,"2016","Anlehre: Fahrzeuge","Männer",5
5,"2016","Attest: Baugewerbe, Malerei","Frauen",0
5,"2016","Attest: Baugewerbe, Malerei","Männer",5
5,"2016","Baupraktiker/in","Frauen",0
5,"2016","Baupraktiker/in","Männer",5
5,"2016","Fachmann/-frau Information u. Dokumentation","Frauen",4
5,"2016","Fachmann/-frau Information u. Dokumentation","Männer",1
5,"2016","Gärtner/-in","Frauen",2
5,"2016","Gärtner/-in","Männer",3
5,"2016","Gebäudetechnikplaner/in","Frauen",0
5,"2016","Gebäudetechnikplaner/in","Männer",5
5,"2016","Goldschmied/in","Frauen",2
5,"2016","Goldschmied/in","Männer",3
5,"2016","Podologe/-login","Frauen",5
5,"2016","Podologe/-login","Männer",0
5,"2016","Tierpfleger/in","Frauen",2
5,"2016","Tierpfleger/in","Männer",3
4,"2016","Anlehre: Haustechnik","Frauen",0
4,"2016","Anlehre: Haustechnik","Männer",4
4,"2016","Anlehre: Holzbearbeitung","Frauen",0
4,"2016","Anlehre: Holzbearbeitung","Männer",4
4,"2016","Anlehre: Landwirtsch., Gartenbau, Forstwirtschaft","Frauen",1
4,"2016","Anlehre: Landwirtsch., Gartenbau, Forstwirtschaft","Männer",3
4,"2016","Anlehre: Malerei","Frauen",1
4,"2016","Anlehre: Malerei","Männer",3
4,"2016","Haustechnikplaner/in","Frauen",1
4,"2016","Haustechnikplaner/in","Männer",3
4,"2016","Holzbearbeiter/in","Frauen",0
4,"2016","Holzbearbeiter/in","Männer",4
4,"2016","Innendekorateur/in","Frauen",2
4,"2016","Innendekorateur/in","Männer",2
4,"2016","Kältemonteur/in","Frauen",0
4,"2016","Kältemonteur/in","Männer",4
4,"2016","Kaminfeger/in","Frauen",0
4,"2016","Kaminfeger/in","Männer",4
4,"2016","Orthopädie-Schuhmacher/in","Frauen",1
4,"2016","Orthopädie-Schuhmacher/in","Männer",3
4,"2016","Polybauer/in","Frauen",0
4,"2016","Polybauer/in","Männer",4
4,"2016","Strassenbaupraktiker/in","Frauen",0
4,"2016","Strassenbaupraktiker/in","Männer",4
4,"2016","Zahntechniker/in","Frauen",2
4,"2016","Zahntechniker/in","Männer",2
3,"2016","Anlagenführer/in","Frauen",1
3,"2016","Anlagenführer/in","Männer",2
3,"2016","Anlehre: Bürogehilfe/In","Frauen",2
3,"2016","Anlehre: Bürogehilfe/In","Männer",1
3,"2016","Anlehre: Grafisches Gewerbe","Frauen",2
3,"2016","Anlehre: Grafisches Gewerbe","Männer",1
3,"2016","Anlehre: Metallbearbeitung, Maschinenbau","Frauen",0
3,"2016","Anlehre: Metallbearbeitung, Maschinenbau","Männer",3
3,"2016","Fachmann/-frau Bewegungs-u.Ges.heitsförderung","Frauen",2
3,"2016","Fachmann/-frau Bewegungs-u.Ges.heitsförderung","Männer",1
3,"2016","Fachmann/-frau für med. techn. Radiologie","Frauen",3
3,"2016","Fachmann/-frau für med. techn. Radiologie","Männer",0
3,"2016","Fachmann/-frau Leder und Textil","Frauen",3
3,"2016","Fachmann/-frau Leder und Textil","Männer",0
3,"2016","Fahrzeugschlosser/in","Frauen",1
3,"2016","Fahrzeugschlosser/in","Männer",2
3,"2016","Gebäudereiniger/in","Frauen",0
3,"2016","Gebäudereiniger/in","Männer",3
3,"2016","Gipser/in und Maler/in","Frauen",1
3,"2016","Gipser/in und Maler/in","Männer",2
3,"2016","Industrielackierer/in","Frauen",0
3,"2016","Industrielackierer/in","Männer",3
3,"2016","Kunststofftechnologe/-login","Frauen",1
3,"2016","Kunststofftechnologe/-login","Männer",2
3,"2016","Laborant/in","Frauen",2
3,"2016","Laborant/in","Männer",1
3,"2016","Orthopädist/in","Frauen",1
3,"2016","Orthopädist/in","Männer",2
3,"2016","Pferdefachmann/-frau","Frauen",3
3,"2016","Pferdefachmann/-frau","Männer",0
3,"2016","Plattenlegerpraktiker/in","Frauen",0
3,"2016","Plattenlegerpraktiker/in","Männer",3
3,"2016","Printmedienverarbeiter/in","Frauen",1
3,"2016","Printmedienverarbeiter/in","Männer",2
3,"2016","Verkehrswegbauer/in: Gleisbauer/in","Frauen",0
3,"2016","Verkehrswegbauer/in: Gleisbauer/in","Männer",3
3,"2016","Verpackungstechnologe/-login","Frauen",1
3,"2016","Verpackungstechnologe/-login","Männer",2
2,"2016","Agrarpraktiker/in","Frauen",0
2,"2016","Agrarpraktiker/in","Männer",2
2,"2016","Anlehre: Büro, Verwaltung","Frauen",1
2,"2016","Anlehre: Büro, Verwaltung","Männer",1
2,"2016","Anlehre: Übrige Berufe","Frauen",0
2,"2016","Anlehre: Übrige Berufe","Männer",2
2,"2016","Architekturmodellbauer/in","Frauen",2
2,"2016","Architekturmodellbauer/in","Männer",0
2,"2016","Feinwerkoptiker/in","Frauen",2
2,"2016","Feinwerkoptiker/in","Männer",0
2,"2016","Gärtner/-in","Frauen",0
2,"2016","Gärtner/-in","Männer",2
2,"2016","Gärtner/-in","Frauen",1
2,"2016","Gärtner/-in","Männer",1
2,"2016","Gebäudereiniger/in","Frauen",0
2,"2016","Gebäudereiniger/in","Männer",2
2,"2016","Hufschmied/in","Frauen",0
2,"2016","Hufschmied/in","Männer",2
2,"2016","Keramiker/in","Frauen",1
2,"2016","Keramiker/in","Männer",1
2,"2016","Motorgerätemechaniker/in","Frauen",1
2,"2016","Motorgerätemechaniker/in","Männer",1
2,"2016","Pferdefachmann/-frau","Frauen",2
2,"2016","Pferdefachmann/-frau","Männer",0
2,"2016","Pferdewart/in","Frauen",2
2,"2016","Pferdewart/in","Männer",0
2,"2016","Polybauer/in","Frauen",0
2,"2016","Polybauer/in","Männer",2
2,"2016","Säger/in Holzindustrie","Frauen",0
2,"2016","Säger/in Holzindustrie","Männer",2
2,"2016","Zeichner/in","Frauen",0
2,"2016","Zeichner/in","Männer",2
1,"2016","Anlehre: Baugewerbe, Malerei","Frauen",0
1,"2016","Anlehre: Baugewerbe, Malerei","Männer",1
1,"2016","Anlehre: Textil und Bekleidung","Frauen",0
1,"2016","Anlehre: Textil und Bekleidung","Männer",1
1,"2016","Bauwerktrenner/in","Frauen",0
1,"2016","Bauwerktrenner/in","Männer",1
1,"2016","Bootbauer/in","Frauen",0
1,"2016","Bootbauer/in","Männer",1
1,"2016","Bootfachwart/in","Frauen",0
1,"2016","Bootfachwart/in","Männer",1
1,"2016","Dekorationsnäher/in","Frauen",1
1,"2016","Dekorationsnäher/in","Männer",0
1,"2016","Diätkoch/-köchin","Frauen",0
1,"2016","Diätkoch/-köchin","Männer",1
1,"2016","Fleischfachassistent/in","Frauen",0
1,"2016","Fleischfachassistent/in","Männer",1
1,"2016","Gemüsegärtner/in","Frauen",0
1,"2016","Gemüsegärtner/in","Männer",1
1,"2016","Gewebegestalter/in","Frauen",1
1,"2016","Gewebegestalter/in","Männer",0
1,"2016","Glasmaler/in","Frauen",0
1,"2016","Glasmaler/in","Männer",1
1,"2016","Graveur/in","Frauen",1
1,"2016","Graveur/in","Männer",0
1,"2016","Grundbaupraktiker/in","Frauen",0
1,"2016","Grundbaupraktiker/in","Männer",1
1,"2016","Holzhandwerker/in","Frauen",0
1,"2016","Holzhandwerker/in","Männer",1
1,"2016","Industrie- und Unterlagsbodenbauer/in","Frauen",0
1,"2016","Industrie- und Unterlagsbodenbauer/in","Männer",1
1,"2016","Laborant/in","Frauen",1
1,"2016","Laborant/in","Männer",0
1,"2016","Lebensmittelpraktiker/in","Frauen",1
1,"2016","Lebensmittelpraktiker/in","Männer",0
1,"2016","Luftverkehrsangestellte/r","Frauen",0
1,"2016","Luftverkehrsangestellte/r","Männer",1
1,"2016","Metalldrücker/in","Frauen",0
1,"2016","Metalldrücker/in","Männer",1
1,"2016","Multimediagestalter/in","Frauen",0
1,"2016","Multimediagestalter/in","Männer",1
1,"2016","Musikinstrumentenbauer/in","Frauen",0
1,"2016","Musikinstrumentenbauer/in","Männer",1
1,"2016","Musikinstrumentenbauer/in","Frauen",0
1,"2016","Musikinstrumentenbauer/in","Männer",1
1,"2016","Oberflächenpraktiker/in","Frauen",0
1,"2016","Oberflächenpraktiker/in","Männer",1
1,"2016","Ofenbauer/in","Frauen",0
1,"2016","Ofenbauer/in","Männer",1
1,"2016","Papiertechnologe/-login","Frauen",1
1,"2016","Papiertechnologe/-login","Männer",0
1,"2016","Pferdefachmann/-frau","Frauen",1
1,"2016","Pferdefachmann/-frau","Männer",0
1,"2016","Polybauer/in","Frauen",0
1,"2016","Polybauer/in","Männer",1
1,"2016","Polybaupraktiker/in","Frauen",0
1,"2016","Polybaupraktiker/in","Männer",1
1,"2016","Printmedienpraktiker/-in","Frauen",1
1,"2016","Printmedienpraktiker/-in","Männer",0
1,"2016","Printmedienverarbeiter/in","Frauen",0
1,"2016","Printmedienverarbeiter/in","Männer",1
1,"2016","Printmedienverarbeiter/in","Frauen",1
1,"2016","Printmedienverarbeiter/in","Männer",0
1,"2016","Recyclist/in","Frauen",0
1,"2016","Recyclist/in","Männer",1
1,"2016","Sattler/in","Frauen",1
1,"2016","Sattler/in","Männer",0
1,"2016","Seilbahn-Mechatroniker/in","Frauen",0
1,"2016","Seilbahn-Mechatroniker/in","Männer",1
1,"2016","Silberschmied/in","Frauen",1
1,"2016","Silberschmied/in","Männer",0
1,"2016","Steinbildhauer/in","Frauen",0
1,"2016","Steinbildhauer/in","Männer",1
1,"2016","Textilpfleger/in","Frauen",0
1,"2016","Textilpfleger/in","Männer",1
1,"2016","Uhrmacher/in","Frauen",0
1,"2016","Uhrmacher/in","Männer",1
1,"2016","Uhrmacher/in","Frauen",0
1,"2016","Uhrmacher/in","Männer",1
1,"2016","Vergolder/in-Einrahmer/in","Frauen",0
1,"2016","Vergolder/in-Einrahmer/in","Männer",1
1,"2016","Verkehrswegbauer/in: Grundbauer/in","Frauen",0
1,"2016","Verkehrswegbauer/in: Grundbauer/in","Männer",1
1,"2016","Verkehrswegbauer/in: Ind.-u.Unterl.bod.bauer/in","Frauen",0
1,"2016","Verkehrswegbauer/in: Ind.-u.Unterl.bod.bauer/in","Männer",1
1,"2016","Verkehrswegbauer/in: Pflästerer/in","Frauen",0
1,"2016","Verkehrswegbauer/in: Pflästerer/in","Männer",1
1,"2016","Weintechnologe/-login","Frauen",0
1,"2016","Weintechnologe/-login","Männer",1
1,"2016","Winzer/in","Frauen",0
1,"2016","Winzer/in","Männer",1
7477,"2017","Total","Frauen",3277
7477,"2017","Total","Männer",4200
1446,"2017","Kaufmann/-frau","Frauen",866
